Month,Relative Value
201410,23
201412,23
201504,23
201505,23
201509,23
201608,23
201404,24
201406,24
201602,24
201712,24
201401,25
201405,25
201411,25
201807,25
201901,25
201904,25
201408,26
201801,26
201902,26
201907,26
201611,27
201806,27
201809,27
201511,28
201704,29
201507,30
201903,31
201906,31
201506,32
201701,32
201706,32
201808,32
201905,32
201810,34
201804,36
201510,38
201609,38
201803,40
201508,41
201811,41
201805,44
201512,50
201711,50
201607,67
201606,74
201802,83
201710,100
