Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
168844,3-Aug-14,Virginia,Culpeper,4400 block of Rixeyville Road,5,0,N/A
169024,3-Aug-14,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,N/A
169326,4-Aug-14,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,N/A
170704,6-Aug-14,California,Bakersfield,1700 block of Quincy Street ,3,1,N/A
171778,8-Aug-14,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4,N/A
171802,9-Aug-14,Minnesota,Minneapolis,400 3rd Ave N,1,8,N/A
171823,8-Aug-14,New Mexico,Albuquerque,3426 Vassar NE,1,3,N/A
172180,10-Aug-14,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,N/A
172205,10-Aug-14,District of Columbia,Washington,50 block of N St SW,0,6,N/A
172288,10-Aug-14,Georgia,Wrightsville,2455 Idylwild Dr,0,6,N/A
172304,10-Aug-14,Louisiana,New Orleans,5400 block of Burgundy St,2,5,N/A
172722,23-Mar-14,California,Long Beach,601 Long Beach Boulevard,1,3,N/A
173109,22-Apr-14,California,Los Angeles,6419 Brynhurst Avenue,1,3,N/A
173369,12-Aug-14,New York,Buffalo,Oakmont Avenue,1,3,N/A
173628,12-Aug-14,Georgia,Cartersville,Brent Cir,2,3,N/A
173786,8-Aug-14,District of Columbia,Washington,Second Street and Todd Place NE,0,4,N/A
174544,13-Aug-14,Tennessee,Clarksville,Treeland Drive,0,4,N/A
174560,14-Aug-14,Tennessee,Memphis,797 Pope Street,1,3,N/A
175767,13-Aug-14,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,N/A
175779,16-Aug-14,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3,N/A
175788,16-Aug-14,Utah,Salt Lake City,122 Pierpont Avenue,0,6,N/A
175839,17-Aug-14,Nevada,Las Vegas,Owens Avenue and H Street,0,4,N/A
175911,17-Aug-14,New York,Queens,153-38 118th Ave,0,4,N/A
175943,17-Aug-14,Massachusetts,Boston,Edinboro Street,0,4,N/A
176329,30-Jul-14,North Carolina,Hope Mills,926 Bramblegate Rd,2,3,N/A
177770,17-Aug-14,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,N/A
178006,18-Aug-14,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,N/A
178425,20-Aug-14,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,N/A
180007,24-Aug-14,California,San Fernando,1400 block of Celis Street ,3,4,N/A
180018,24-Aug-14,Illinois,Chicago,8300 block of South Halsted Street,1,3,N/A
180580,24-Aug-14,Georgia,Augusta,1013 Carrie Street,1,3,N/A
181947,27-Aug-14,Michigan,Detroit,16600 block of Edmore,1,3,N/A
182974,29-Aug-14,Florida,Brooksville,820 Peach St,3,1,N/A
183432,31-Aug-14,California,Livermore,200 block of South Q Street ,0,5,N/A
184507,2-Sep-14,California,Highland,25000 block of Fifth Street ,0,5,N/A
185196,2-Sep-14,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,N/A
185393,4-Sep-14,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,N/A
185430,3-Sep-14,California,Los Angeles,East 27th and Stanford ,0,6,N/A
186488,6-Sep-14,Georgia,Macon,576 Poplar Street,0,5,N/A
188332,6-Sep-14,Florida,Orlando,2015 Orange Blossom Trail,0,4,N/A
189562,11-Sep-14,Michigan,Detroit,14000 block of Patton,1,7,N/A
190599,14-Sep-14,Alaska,Anchorage,225 E Fifth,0,6,N/A
190874,14-Sep-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,N/A
191416,15-Sep-14,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,N/A
192851,18-Sep-14,Florida,Bell,NW 30th Street and NW 39th Terrace,8,0,N/A
193570,19-Sep-14,New York,Queens,32-14 106th St,0,4,N/A
193960,20-Sep-14,Mississippi,Batesville,8297 Curtis Rd,2,2,N/A
194945,21-Sep-14,Ohio,East Liverpool,440 First St,0,4,N/A
197287,27-Sep-14,Missouri,Saint Louis,2000 block East John Avenue,0,5,N/A
197384,28-Sep-14,Florida,Miami,NW 7th Ave and NW 64th Street,0,15,N/A
197416,28-Sep-14,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,N/A
198051,29-Sep-14,South Carolina,Walterboro,29 Sandy Dam Lane,1,7,N/A
198064,26-Sep-14,South Carolina,Darlington County,600 block of Turner Road,1,4,N/A
198527,29-Sep-14,California,Fresno,2300 block of West Fountain Way ,0,4,N/A
201052,5-Oct-14,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,N/A
201502,4-Oct-14,California,Pomona,1925 West Holt Avenue ,0,4,N/A
201630,5-Oct-14,Florida,Jacksonville,7300 block of Linda Drive,3,1,N/A
201648,4-Oct-14,Tennessee,Memphis,1400 block of Gherald Street,2,2,N/A
202981,8-Oct-14,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4,N/A
204236,11-Oct-14,New York,Utica,222 Bleecker Street,0,5,N/A
204254,8-Oct-14,New York,Guilderland,1846 Western Ave,4,0,N/A
204310,12-Oct-14,California,Stockton,1100 block of East March Lane,3,1,N/A
204477,12-Oct-14,Georgia,Atlanta,Arthur Langford Jr Place,1,3,N/A
205298,13-Oct-14,Georgia,Atlanta,85 Mount Zion Road,0,4,N/A
205726,14-Oct-14,Georgia,Peachtree Corners,6505 Bannor Lane,3,2,N/A
206303,16-Oct-14,Michigan,Detroit,Mogul Street,1,3,N/A
207145,18-Oct-14,South Carolina,Graniteville,192 Breezy Hill Road,1,3,N/A
207687,18-Oct-14,New York,Brooklyn,Lenox Road,0,4,N/A
209134,18-Oct-14,New York,Queens,33-02 Queens Blvd,0,4,N/A
210363,24-Oct-14,Washington,Marysville,5611 108th St NE,5,1,N/A
211348,26-Oct-14,Kentucky,Cadiz,1410 Old Dover Road,4,0,N/A
212884,29-Oct-14,Tennessee,Memphis,Yale Road and Ramill Road,0,5,N/A
216533,5-Nov-14,California,San Francisco,1100 block of Alabama Street ,0,4,N/A
217401,7-Nov-14,California,Compton,136th Street ,0,4,N/A
217831,8-Nov-14,California,Pomona,499 E. Arrow Highway,0,5,N/A
218054,7-Nov-14,California,Los Angeles,East 126th Street and North Compton Avenue,0,4,N/A
221347,15-Nov-14,Missouri,Springfield,2555 N. Glenstone,4,0,N/A
221554,16-Nov-14,Ohio,Akron,1891 E Market St,1,4,N/A
221577,15-Nov-14,Florida,Miami,NW 55th and 12th,1,3,N/A
222393,18-Nov-14,Nevada,North Las Vegas,Englestad Street,0,4,N/A
222792,19-Nov-14,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,N/A
223582,21-Nov-14,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,N/A
223651,22-Nov-14,Ohio,Cleveland,1443 E 92nd St,4,1,N/A
223729,22-Nov-14,Ohio,Springfield,Clifton Avenue and Rice Street,1,3,N/A
223799,22-Nov-14,South Dakota,Sisseton,Fourth Avenue,4,1,N/A
224131,23-Nov-14,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,N/A
224362,23-Nov-14,Virginia,Parksley,Parksley Road,0,4,N/A
224746,16-Nov-14,Texas,El Paso,115 S. Durango,0,6,N/A
225036,26-Nov-14,California,San Francisco,Mission and 13th streets,0,6,N/A
225830,28-Nov-14,Tennessee,Memphis,1849 East Brooks Road ,0,4,N/A
225903,29-Nov-14,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,N/A
226018,27-Nov-14,Texas,Georgetown,Pvt Rd 934,2,3,N/A
226150,29-Nov-14,New Jersey,Newark,348 S Orange Ave,1,3,N/A
226388,30-Nov-14,New York,Brooklyn,375 Remsen Avenue,0,4,N/A
226534,30-Nov-14,Tennessee,Chattanooga,2412 East 13th Street ,0,5,N/A
226983,2-Dec-14,Virginia,Newport News,6128 Jefferson Ave ,0,5,N/A
227011,2-Dec-14,Missouri,Saint Louis,6000 block of Virginia Avenue,1,5,N/A
259935,7-Dec-14,Indiana,South Bend,16000 block of Roosevelt Road,0,4,N/A
262202,12-Dec-14,Oregon,Portland,717 North Killingsworth Court,0,4,N/A
263376,14-Dec-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4,N/A
263382,13-Dec-14,Florida,Tampa,810 E. Skagway Ave.,0,5,N/A
263556,15-Dec-14,Pennsylvania,Lansdale,100 block of West 5th St,7,0,N/A
264901,16-Dec-14,New Jersey,Elizabeth,Anna Street,0,4,N/A
266407,20-Dec-14,Illinois,Rockford,3200 block of Montrose Avenue,4,0,N/A
266424,21-Dec-14,Illinois,Calumet City,600 block of Escanba,1,8,N/A
266570,21-Dec-14,Florida,Sarasota,4034 N Washington Blvd,2,2,N/A
267721,22-Dec-14,Illinois,Chicago,5700 block of South Green Street,0,5,N/A
267792,23-Dec-14,Kentucky,Winchester,260 Oxford Drive,1,3,N/A
268282,22-Dec-14,Michigan,Detroit,Charlevoix and Philip,1,3,N/A
268598,24-Dec-14,Missouri,Saint Louis,18th and Pine,1,3,N/A
268910,21-Dec-14,Mississippi,Waynesboro,Central Avenue,1,4,N/A
269167,26-Dec-14,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,N/A
269679,27-Dec-14,California,Los Angeles,8800 block of South Figueroa Street,1,3,N/A
270036,27-Dec-14,California,Sacramento,4000 block of May Street,0,4,N/A
271363,29-Dec-14,Louisiana,New Orleans,Poydras and Bolivar,0,4,N/A
282186,22-Dec-14,New York,Webster,191 Lake Road,4,2,N/A
