Incident_ID,Incident Date,State,City Or County,Address,# Killed,# Injured,TotalVictim,Month/Year,Year
192851,2018-09-2014,Florida,Bell,NW 30th Street and NW 39th Terrace,8,0,8,201409,2014
197287,27-09-2014,Missouri,Saint Louis,2000 block East John Avenue,0,5,5,201409,2014
197384,28-09-2014,Florida,Miami,NW 7th Ave and NW 64th Street,0,15,15,201409,2014
189562,11-09-2014,Michigan,Detroit,14000 block of Patton,1,7,8,201409,2014
186488,6-09-2014,Georgia,Macon,576 Poplar Street,0,5,5,201409,2014
198051,29-09-2014,South Carolina,Walterboro,29 Sandy Dam Lane,1,7,8,201409,2014
198064,26-09-2014,South Carolina,Darlington County,600 block of Turner Road,1,4,5,201409,2014
185393,4-09-2014,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,5,201409,2014
184507,2-09-2014,California,Highland,25000 block of Fifth Street ,0,5,5,201409,2014
185196,2-09-2014,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,5,201409,2014
212884,29-10-2014,Tennessee,Memphis,Yale Road and Ramill Road,0,5,5,201410,2014
210363,24-10-2014,Washington,Marysville,5611 108th St NE,5,1,6,201410,2014
204236,11-10-2014,New York,Utica,222 Bleecker Street,0,5,5,201410,2014
201052,5-10-2014,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,6,201410,2014
205726,2014-10-2014,Georgia,Peachtree Corners,6505 Bannor Lane,3,2,5,201410,2014
217831,8-11-2014,California,Pomona,499 E. Arrow Highway,0,5,5,201411,2014
225036,26-11-2014,California,San Francisco,Mission and 13th streets,0,6,6,201411,2014
224746,2016-11-2014,Texas,El Paso,115 S. Durango,0,6,6,201411,2014
224131,23-11-2014,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,5,201411,2014
223799,22-11-2014,South Dakota,Sisseton,Fourth Avenue,4,1,5,201411,2014
223651,22-11-2014,Ohio,Cleveland,1443 E 92nd St,4,1,5,201411,2014
223582,21-11-2014,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,6,201411,2014
221554,2016-11-2014,Ohio,Akron,1891 E Market St,1,4,5,201411,2014
226018,27-11-2014,Texas,Georgetown,Pvt Rd 934,2,3,5,201411,2014
225903,29-11-2014,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,5,201411,2014
226534,30-11-2014,Tennessee,Chattanooga,2412 East 13th Street ,0,5,5,201411,2014
226983,2-12-2014,Virginia,Newport News,6128 Jefferson Ave ,0,5,5,201412,2014
227011,2-12-2014,Missouri,Saint Louis,6000 block of Virginia Avenue,1,5,6,201412,2014
263376,2014-12-2014,Florida,Miami,1311 Northwest 2nd Avenue,1,4,5,201412,2014
267721,22-12-2014,Illinois,Chicago,5700 block of South Green Street,0,5,5,201412,2014
266424,21-12-2014,Illinois,Calumet City,600 block of Escanba,1,8,9,201412,2014
263382,13-12-2014,Florida,Tampa,810 E. Skagway Ave.,0,5,5,201412,2014
263556,2015-12-2014,Pennsylvania,Lansdale,100 block of West 5th St,7,0,7,201412,2014
268910,21-12-2014,Mississippi,Waynesboro,Central Avenue,1,4,5,201412,2014
282186,22-12-2014,New York,Webster,191 Lake Road,4,2,6,201412,2014
283041,24-01-2015,Nebraska,Omaha,3402 Parker St,3,5,8,201501,2015
282956,24-01-2015,New York,Arverne (Queens),231-11 148th Avenue,4,1,5,201501,2015
273965,2-01-2015,Georgia,Savannah,500 block of W. 54th Street,1,4,5,201501,2015
281039,2019-01-2015,Texas,San Antonio,1000 block of Gibbs St.,2,5,7,201501,2015
276845,11-01-2015,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,7,201501,2015
276766,11-01-2015,California,San Jose,3840 Monterey Hwy,0,5,5,201501,2015
283115,23-01-2015,Massachusetts,Boston,954 Parker Street,0,6,6,201501,2015
273535,4-01-2015,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,6,201501,2015
272016,1-01-2015,Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5,5,201501,2015
298773,13-01-2015,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,5,201501,2015
296215,22-02-2015,Texas,Killeen,1706 Godman St.,4,1,5,201502,2015
296121,22-02-2015,Georgia,Clarkesville,281 Lower Pond Court,3,2,5,201502,2015
293883,2015-02-2015,California,Long Beach,200 block of W. 14th Street,0,5,5,201502,2015
290510,8-02-2015,Tennessee,Friendship,251 Dupree Rd,0,6,6,201502,2015
290098,6-02-2015,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,5,201502,2015
289811,7-02-2015,Georgia,Douglasville,3640 Willow Tree Circle,5,2,7,201502,2015
289146,5-02-2015,Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3,6,201502,2015
298122,26-02-2015,Missouri,Tyrone,18279 Highway H,8,1,9,201502,2015
287031,1-02-2015,New York,New York (Manhattan),3345 Broadway,1,4,5,201502,2015
287529,1-02-2015,New York,Syracuse,1217 West Fayette Street,0,6,6,201502,2015
299344,1-03-2015,Michigan,Detroit,9855 Chalmers St,1,5,6,201503,2015
311348,22-03-2015,New Mexico,Albuquerque,10140 Lomas NE,1,6,7,201503,2015
311922,23-03-2015,Tennessee,Clarksville,900 block of Carpenter Street,1,4,5,201503,2015
314044,27-03-2015,Florida,Panama City Beach,5312 Thomas Drive,0,7,7,201503,2015
306897,2014-03-2015,Georgia,Atlanta,2900 block of Delmar Lane,0,5,5,201503,2015
305907,13-03-2015,Mississippi,Brookhaven,1097 South First St.,2,3,5,201503,2015
304238,10-03-2015,Georgia,Columbus,3023 Victory Drive,0,5,5,201503,2015
300860,4-03-2015,California,San Bernardino,190 block of W Club Center Dr,3,4,7,201503,2015
308687,2017-03-2015,California,Stockton,748 N Madison St,3,4,7,201503,2015
308728,2018-03-2015,Arizona,Mesa,1504 West Main Street,1,5,6,201503,2015
468151,20-03-2015,Texas,Lancaster,1500 block of Reynolds Street,1,5,6,201503,2015
330611,27-04-2015,New York,Brooklyn,1365 Flatbush Ave,2,4,6,201504,2015
327341,2018-04-2015,Alabama,Montgomery,1800 block of Gibbs Court,0,5,5,201504,2015
326792,21-04-2015,Texas,Killeen,420 Gilmer St,2,3,5,201504,2015
325445,2018-04-2015,Pennsylvania,Williamsport,321 Pine St,0,5,5,201504,2015
329322,25-04-2015,New York,Gates,24 Hinchey Rd,1,6,7,201504,2015
318297,5-04-2015,Indiana,Indianapolis,5000 block of Wildflower Court,0,5,5,201504,2015
318221,5-04-2015,Kentucky,Louisville,40th and Grand Street,1,4,5,201504,2015
316795,2-04-2015,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,5,201504,2015
324424,2016-04-2015,Arizona,Phoenix,4300 block of East Anderson Drive,5,0,5,201504,2015
342589,2018-05-2015,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,5,201505,2015
350182,31-05-2015,Georgia,Conyers,4669 Bell Road SE,3,2,5,201505,2015
349976,31-05-2015,Connecticut,New Haven,849 Chapel Street,0,5,5,201505,2015
348620,28-05-2015,Illinois,Chicago,6200 block of South Honore Street,0,5,5,201505,2015
346097,25-05-2015,Illinois,Decatur,1816 N Water,1,4,5,201505,2015
345749,24-05-2015,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,7,201505,2015
345681,24-05-2015,Massachusetts,Brockton,1002 Main St,0,5,5,201505,2015
341622,2017-05-2015,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,27,201505,2015
340280,12-05-2015,Maryland,Capitol Heights,4700 block of Pard Rd,1,4,5,201505,2015
341232,2016-05-2015,Maryland,Baltimore,1700 block of North Broadway,0,5,5,201505,2015
339229,12-05-2015,Arizona,Tucson,800 block of West Calle Medina Road,5,0,5,201505,2015
337855,10-05-2015,Ohio,Cleveland,3600 block of Bosworth Rd,1,4,5,201505,2015
333750,3-05-2015,Wisconsin,Menasha,Friendship Trail,4,1,5,201505,2015
333584,3-05-2015,Texas,Houston,San Jacinto at Elgin,0,6,6,201505,2015
333576,3-05-2015,Ohio,Dayton,2801 Germantown Street,1,6,7,201505,2015
332732,1-05-2015,Wisconsin,Milwaukee,3700 block of 37th Street,2,3,5,201505,2015
341465,2016-05-2015,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,5,201505,2015
361198,20-06-2015,Pennsylvania,Philadelphia,4100 block of Ogden Street,0,11,11,201506,2015
367099,28-06-2015,Illinois,Venice,1430 Broadway,0,6,6,201506,2015
365399,28-06-2015,Delaware,Harrington,100 block of East St,0,6,6,201506,2015
365391,28-06-2015,Michigan,Detroit,Gratiot and Loretto,0,5,5,201506,2015
361948,22-06-2015,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,7,201506,2015
361708,21-06-2015,Kentucky,Lexington,726 Georgetown St,1,4,5,201506,2015
361212,20-06-2015,Michigan,Detroit,Dexter and Webb,1,11,12,201506,2015
359830,2017-06-2015,South Carolina,Charleston,110 Calhoun Street,9,0,9,201506,2015
353037,6-06-2015,Illinois,Chicago,100 block of North Lorel Avenue,0,5,5,201506,2015
357701,13-06-2015,New York,Bronx,2409 Creston Avenue,0,5,5,201506,2015
357164,13-06-2015,Ohio,Columbus,1623 E. Hudson Street,4,1,5,201506,2015
356065,11-06-2015,Connecticut,Bridgeport,468 Trumbull Ave,1,8,9,201506,2015
353854,7-06-2015,Montana,Deer Lodge,Boulder Creek Road,5,0,5,201506,2015
353536,6-06-2015,New York,Buffalo,100 block of Warren Avenue,1,4,5,201506,2015
353382,5-06-2015,Iowa,Davenport,900 block of West 3rd St,0,5,5,201506,2015
357732,13-06-2015,Georgia,Fayetteville,600 block of Highway 279,1,4,5,201506,2015
376211,2017-07-2015,Illinois,Chicago,4400 block of W. Maypole,0,5,5,201507,2015
375773,2016-07-2015,Texas,Dallas,Singleton and Hampton,0,5,5,201507,2015
375412,2015-07-2015,Ohio,Cleveland,700 block of Thornhill,0,7,7,201507,2015
375022,2016-07-2015,Tennessee,Chattanooga,4051 Amnicola Highway,6,2,8,201507,2015
374630,2015-07-2015,South Carolina,Holly Hill,7050 Old State Road,4,1,5,201507,2015
369014,5-07-2015,Louisiana,Shreveport,3500 block of Hearne Avenue,0,8,8,201507,2015
373768,13-07-2015,California,Stockton,400 block of McCloud Avenue,1,4,5,201507,2015
373095,12-07-2015,Illinois,River Forest,116 Lathrop Avenue,2,3,5,201507,2015
368987,4-07-2015,Massachusetts,Pittsfield,Dewey Avenue,1,4,5,201507,2015
368732,5-07-2015,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,9,201507,2015
376702,2018-07-2015,Oregon,Salem,1550 Weston Ct NE,1,4,5,201507,2015
374602,2015-07-2015,Georgia,Atlanta,500 block of Center Hill Avenue,0,5,5,201507,2015
377047,2019-07-2015,Kentucky,Louisville,2928 W Kentucky St,0,6,6,201507,2015
377878,20-07-2015,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6,6,201507,2015
379166,22-07-2015,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,5,201507,2015
382459,27-07-2015,Illinois,Rockford,900 block of Kent Street,0,5,5,201507,2015
382413,24-07-2015,Pennsylvania,Erie,200 block of W 29th St,2,5,7,201507,2015
390936,2018-07-2015,California,Santa Paula,Ojai-Santa Paula Street,0,5,5,201507,2015
381814,26-07-2015,Missouri,Kansas City,Thompson and Colorado,2,3,5,201507,2015
380162,23-07-2015,Louisiana,Lafayette,3141 Johnson Street,3,9,12,201507,2015
382230,22-07-2015,Missouri,Saint Louis,Fair Ave and Ashland Ave,0,6,6,201507,2015
404238,29-08-2015,Tennessee,Bristol,618 Henson Road,3,2,5,201508,2015
404167,30-08-2015,Tennessee,Memphis,3300 block of Sobota Circle,1,4,5,201508,2015
400091,23-08-2015,California,Modesto,1100 block of Kansas Avenue,1,7,8,201508,2015
399367,21-08-2015,Ohio,Cincinnati,Mathis and Prentice,2,5,7,201508,2015
399212,21-08-2015,North Carolina,Durham,2700 block of Hinson Drive,0,8,8,201508,2015
398361,2019-08-2015,New York,Rochester,500 Genesee St,3,4,7,201508,2015
395718,2016-08-2015,South Carolina,Bennettsville,Highway 38N,0,5,5,201508,2015
395844,2016-08-2015,Texas,Fort Worth,3651 Sycamore School Rd,0,6,6,201508,2015
390774,8-08-2015,Arkansas,Blytheville,833 Anderson Street,1,11,12,201508,2015
390526,8-08-2015,Texas,Houston,2211 Falling Oaks,8,0,8,201508,2015
389149,4-08-2015,Missouri,Saint Louis,2500 block of Semple,1,4,5,201508,2015
387194,3-08-2015,New York,Brooklyn,98 Dwight Street,0,5,5,201508,2015
386140,2-08-2015,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,7,201508,2015
386066,2-08-2015,Georgia,Savannah,Barnard Street,0,5,5,201508,2015
385824,2-08-2015,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,5,201508,2015
385779,2-08-2015,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,9,201508,2015
390914,8-08-2015,North Carolina,Gastonia,4908 Greenwood Drive,2,3,5,201508,2015
419250,23-09-2015,Louisiana,Shreveport,2900 block of Peach Street,0,5,5,201509,2015
422064,28-09-2015,Illinois,Chicago,300 block of West 42nd Street,3,2,5,201509,2015
422035,28-09-2015,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,5,201509,2015
421650,28-09-2015,Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5,5,201509,2015
421014,27-09-2015,Georgia,Greenville,1140 Hill Haven Road,0,10,10,201509,2015
419718,24-09-2015,Illinois,Chicago,5100 block of South Morgan Street,0,5,5,201509,2015
418318,2017-09-2015,South Dakota,Geddes,36705 379th Street,6,0,6,201509,2015
413001,13-09-2015,Florida,Ocala,1910 South Pine Avenue,1,5,6,201509,2015
416872,20-09-2015,Illinois,Chicago,5700 block of South LaSalle,1,5,6,201509,2015
412557,11-09-2015,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5,5,201509,2015
412529,12-09-2015,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,6,201509,2015
412487,12-09-2015,New York,Rochester,36 Woodward Street,2,4,6,201509,2015
