Incident_ID,Incident Date,State,City Or County,Address,# Killed,# Injured,TotalVictim,Month/Year,Year
60302,2015-02-2017,Illinois,Chicago,3949 South Albany Avenue,3,2,5,201702,2017
60303,12-02-2017,Missouri,Caruthersville,908 Truman Blvd,1,6,7,201702,2017
60305,12-02-2017,Florida,Greenville,Church Ave and Obadiah St,0,5,5,201702,2017
60308,10-02-2017,Louisiana,New Orleans,2nd St and Dryades St,1,5,6,201702,2017
60310,8-02-2017,Ohio,Cleveland,16379 Euclid Ave,1,4,5,201702,2017
60312,7-02-2017,Arkansas,Little Rock,25 Par Drive,1,4,5,201702,2017
60289,28-02-2017,Ohio,Cincinnati,1700 of Casey Dr,0,6,6,201702,2017
60268,27-03-2017,Florida,Sanford,209 Hays Dr,2,4,6,201703,2017
60271,26-03-2017,Ohio,Cincinnati,4601 Kellogg Ave,2,15,17,201703,2017
60270,26-03-2017,Texas,Houston,5619 Aldine Bender Rd,2,4,6,201703,2017
60272,25-03-2017,Tennessee,Knoxville,Minnesota Ave,1,4,5,201703,2017
60279,2018-03-2017,Michigan,Detroit,16000 block of Rutherford,3,2,5,201703,2017
60276,24-03-2017,Missouri,Saint Louis,5100 block of Palm St,1,6,7,201703,2017
60277,22-03-2017,Wisconsin,Rothschild,1133 E Grand Ave,5,0,5,201703,2017
60278,2019-03-2017,Kentucky,Louisville,1512 Portland Avenue,1,5,6,201703,2017
60285,4-03-2017,Kansas,Topeka,23rd and Bellview,1,4,5,201703,2017
60288,3-03-2017,California,Riverside,8300 block of Trey Ave,0,5,5,201703,2017
60275,24-03-2017,California,Fresno,300 block of South Villa Avenue,1,4,5,201703,2017
60234,29-04-2017,California,Whittier,10000 block of Carmentia Rd,1,5,6,201704,2017
60228,30-04-2017,California,San Diego,9080 Judicial Dr,2,6,8,201704,2017
60229,30-04-2017,Kansas,Topeka,4104 SW 28th,4,1,5,201704,2017
60230,30-04-2017,Florida,Jacksonville,1200 Ken Knight Dr N,0,5,5,201704,2017
60231,30-04-2017,South Carolina,Loris,268 N Sea Green Rd,1,5,6,201704,2017
60233,29-04-2017,California,Sacramento,3800 block of 26th Avenue,0,5,5,201704,2017
60245,2016-04-2017,Ohio,Columbus,1710 Cleveland Av,0,9,9,201704,2017
60265,1-04-2017,Florida,Tampa,219 S Howard Ave,1,4,5,201704,2017
60256,7-04-2017,Texas,Houston,3829 Mount Pleasant St,5,0,5,201704,2017
60257,7-04-2017,Minnesota,Saint Paul,1600 block of English St,4,1,5,201704,2017
60258,7-04-2017,Illinois,Chicago,5600 block of W Lake St,1,5,6,201704,2017
60261,3-04-2017,Texas,Lubbock,5401 Ave Q,0,7,7,201704,2017
60262,2-04-2017,Illinois,Chicago,3500 block of W Van Buren St,2,4,6,201704,2017
60263,2-04-2017,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,5,201704,2017
60264,1-04-2017,California,Pittsburg,100 block of Madoline Street,0,5,5,201704,2017
60266,1-04-2017,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,5,201704,2017
60249,2015-04-2017,Alabama,Birmingham,1480 Center Point Pkwy,0,6,6,201704,2017
60207,28-05-2017,Alabama,Phenix City,100 block of 6th Street South,0,12,12,201705,2017
60208,28-05-2017,New Jersey,Paterson,86 Main Street,1,5,6,201705,2017
60209,28-05-2017,Mississippi,Moss Point,6103 Hwy. 63,0,5,5,201705,2017
60211,27-05-2017,District of Columbia,Washington,100 block of Q St NW,1,7,8,201705,2017
60212,27-05-2017,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,9,201705,2017
60216,20-05-2017,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,10,201705,2017
60218,2014-05-2017,Arkansas,Jonesboro,311 S Main St,1,6,7,201705,2017
60219,2014-05-2017,Illinois,Dolton,14112 Chicago Road,0,5,5,201705,2017
60220,2014-05-2017,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,5,201705,2017
60224,7-05-2017,Illinois,Chicago,2600 block of 46th Pl,2,8,10,201705,2017
60227,1-05-2017,Texas,Dallas,3200 block of Reynolds Ave,2,3,5,201705,2017
60174,24-06-2017,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,5,201706,2017
60175,24-06-2017,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,5,201706,2017
60177,22-06-2017,Georgia,Atlanta,1100 block of Osborne Street,1,6,7,201706,2017
60178,2018-06-2017,Missouri,Saint Louis,1900 block of N 14th St,3,2,5,201706,2017
60181,2018-06-2017,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,7,201706,2017
60171,27-06-2017,Illinois,Chicago,200 block of S Lotus,0,5,5,201706,2017
60183,2017-06-2017,Ohio,Columbus,6252 Busch Blvd,1,4,5,201706,2017
60203,2-06-2017,Texas,Laredo,5301 McPherson Rd,2,3,5,201706,2017
60186,2014-06-2017,Virginia,Alexandria,420 E Monroe Ave,1,5,6,201706,2017
60188,2014-06-2017,California,San Francisco,720 San Bruno,4,2,6,201706,2017
60192,11-06-2017,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,9,201706,2017
60196,9-06-2017,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,7,201706,2017
60197,8-06-2017,Louisiana,New Orleans,3650 Franklin Ave,0,6,6,201706,2017
60198,6-06-2017,Utah,Sandy,2232 Alta Canyon Drive,3,2,5,201706,2017
60199,5-06-2017,Florida,Orlando,2427 Forsyth Rd,6,0,6,201706,2017
60201,3-06-2017,Louisiana,New Orleans,3717 Tulane Ave,3,2,5,201706,2017
60185,2015-06-2017,New Mexico,La Madera,491 NM 111,5,0,5,201706,2017
60170,30-06-2017,New York,Bronx,1650 Grand Concourse,2,6,8,201706,2017
60145,2019-07-2017,Virginia,Richmond,2300 block of Bethel St,0,5,5,201707,2017
60160,4-07-2017,Virginia,Hampton,500 block of Patterson Ave,1,4,5,201707,2017
60166,1-07-2017,Arkansas,Little Rock,220 W 6th St,0,25,25,201707,2017
60134,30-07-2017,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,6,201707,2017
60136,29-07-2017,New York,Buffalo,200 block of Carl St,1,4,5,201707,2017
60137,29-07-2017,North Carolina,Salisbury,115 W Fisher St,2,3,5,201707,2017
60139,27-07-2017,Illinois,Chicago,2000 block of E 71st St,1,4,5,201707,2017
60144,22-07-2017,Ohio,Cincinnati,130 E Clifton Ave,0,5,5,201707,2017
60152,9-07-2017,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,7,201707,2017
60154,8-07-2017,Ohio,Cincinnati,9917 Capstan Dr,1,8,9,201707,2017
60158,5-07-2017,Maine,Madison,300 block of Russell Rd,4,1,5,201707,2017
60140,26-07-2017,North Carolina,High Point,2111 E. Green Drive,1,6,7,201707,2017
60100,28-08-2017,New Mexico,Clovis,701 N Main St,2,4,6,201708,2017
60101,27-08-2017,California,Sacramento,7760 24th St,1,4,5,201708,2017
60112,20-08-2017,Illinois,Chicago,11901 S Loomis St,2,5,7,201708,2017
60113,2019-08-2017,Ohio,Cleveland,11143 Superior Ave,1,4,5,201708,2017
60116,13-08-2017,Pennsylvania,Philadelphia,39th St and Melon St,0,5,5,201708,2017
60120,8-08-2017,Illinois,Chicago,1 block of East 37th St,1,6,7,201708,2017
60121,6-08-2017,New York,Bronx,Wickham Ave,0,6,6,201708,2017
60123,6-08-2017,California,Oakland,1000 block of 106th Avenue,0,7,7,201708,2017
60127,4-08-2017,Montana,Lodge Grass,200 block of North Helen Street,3,2,5,201708,2017
60131,1-08-2017,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,6,201708,2017
60132,1-08-2017,California,Fresno,Mariposa St and A St,0,7,7,201708,2017
60078,24-09-2017,Tennessee,Antioch,3890 Pin Hook Rd,1,8,9,201709,2017
60081,23-09-2017,California,Bakersfield,818 Real Rd,1,4,5,201709,2017
60082,23-09-2017,Illinois,Danville,Seminary St and Jackson St,0,5,5,201709,2017
60086,2017-09-2017,Virginia,Petersburg,300 Mistletoe St,1,4,5,201709,2017
60087,2016-09-2017,South Carolina,Columbia,920 Lady Street,0,8,8,201709,2017
60088,13-09-2017,Tennessee,Memphis,1000 block of Morehead St,1,5,6,201709,2017
60084,20-09-2017,Indiana,Gary,4300 block of 23rd Ct,0,5,5,201709,2017
60092,10-09-2017,Texas,Plano,1712 West Spring Creek Parkway,9,1,10,201709,2017
60097,3-09-2017,California,Inglewood,10100 block of S Firmona Ave,2,3,5,201709,2017
60052,22-10-2017,Alabama,Lanett,1606 19th St Sw,2,7,9,201710,2017
60071,1-10-2017,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,500,201710,2017
60070,1-10-2017,Kansas,Lawrence,1000 block of Massachusetts St,3,2,5,201710,2017
60067,6-10-2017,Illinois,Chicago,8000 block of S Marshfield,0,5,5,201710,2017
60065,9-10-2017,Texas,Houston,3352 Old Spanish Trail,0,5,5,201710,2017
60057,2018-10-2017,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,6,201710,2017
60050,23-10-2017,California,Clearlake Oaks,13000 block of Anchor Village,2,3,5,201710,2017
60048,27-10-2017,Kentucky,Louisville,1716 Prentice St,0,6,6,201710,2017
60023,24-11-2017,Ohio,Cleveland,11618 Buckeye Rd,1,5,6,201711,2017
60021,30-11-2017,Michigan,Detroit,11000 block of Gunston,1,4,5,201711,2017
60022,24-11-2017,Mississippi,Brookhaven,119 Martin Street,1,6,7,201711,2017
60026,2016-11-2017,Georgia,Columbus,1400 block of 15th Street,0,7,7,201711,2017
60033,11-11-2017,Louisiana,New Orleans,Forstall Street and Burgundy Street,1,5,6,201711,2017
60029,12-11-2017,Indiana,Gary,4601 Melton Rd,0,7,7,201711,2017
60027,2014-11-2017,California,Corning,17357 Stagecoach Rd,6,12,18,201711,2017
60037,5-11-2017,Texas,Sutherland Springs,216 4th St,27,20,47,201711,2017
60044,3-11-2017,Louisiana,Lacombe,27600 block of Mirmar Street,1,4,5,201711,2017
60034,11-11-2017,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,6,201711,2017
60030,12-11-2017,California,Fresno,S Calvin Ave,0,5,5,201711,2017
60012,2015-12-2017,California,Pacoima,13041 Jouett Street,0,5,5,201712,2017
60006,24-12-2017,Alabama,Troy,100 block of Chapman St,1,4,5,201712,2017
60005,24-12-2017,Mississippi,Vicksburg,1111 Mulberry Street,0,5,5,201712,2017
60004,26-12-2017,Florida,Miami,NW 18th Ave and 86th Ter,0,5,5,201712,2017
60000,31-12-2017,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,8,201712,2017
70318,28-01-2018,Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,5,0,5,201801,2018
70322,23-01-2018,Kentucky,Benton,416 High School Rd,2,14,16,201801,2018
70316,28-01-2018,Indiana,Indianapolis,1313 N Sherman Dr,2,3,5,201801,2018
70328,2014-01-2018,Alabama,Eutaw,809 Mesopotamia St,1,4,5,201801,2018
70327,2015-01-2018,Florida,Alachua,14223 NW 156th Pl,0,5,5,201801,2018
70334,5-01-2018,Mississippi,Hattiesburg,6168 US 49,0,6,6,201801,2018
70320,27-01-2018,California,Los Angeles,243 East 119th St,0,5,5,201801,2018
70330,12-01-2018,Tennessee,Nashville,2614 Jenkins Ct,3,2,5,201801,2018
70332,7-01-2018,Alabama,Union Springs,US-29,1,5,6,201801,2018
70314,3-02-2018,Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5,6,201802,2018
70313,5-02-2018,Colorado,Colorado Springs,4225 Galley Rd,2,4,6,201802,2018
70312,7-02-2018,Florida,Lake Worth (Lantana),I-95 and Lantana Ave,3,3,6,201802,2018
70311,10-02-2018,Kentucky,Paintsville,413 Mill St,5,0,5,201802,2018
70309,13-02-2018,Louisiana,New Orleans,5400 block of Andry St,2,3,5,201802,2018
70308,2014-02-2018,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17,34,201802,2018
70306,2017-02-2018,Tennessee,Memphis,3188 N Watkins Ave,0,5,5,201802,2018
70305,2017-02-2018,Kansas,Kansas City,1615 Minnesota,1,7,8,201802,2018
70304,2018-02-2018,Texas,San Antonio,2893 Cinema Ridge,0,5,5,201802,2018
70302,26-02-2018,Michigan,Detroit,22700 Fenkell Ave,5,0,5,201802,2018
70310,11-02-2018,Michigan,Detroit,19432 Lamont St,4,3,7,201802,2018
70289,2017-03-2018,Kentucky,Louisville,2928 W Kentucky St,0,7,7,201803,2018
70295,11-03-2018,Michigan,Saginaw,Cumberland Ave and Hess St,1,4,5,201803,2018
70294,11-03-2018,Indiana,South Bend,800 block of E Dayton St,0,6,6,201803,2018
70288,21-03-2018,California,San Francisco,949 Geneva Ave,1,5,6,201803,2018
70284,31-03-2018,New Jersey,Asbury Park,Atlantic Ave and Monmouth Ave,0,5,5,201803,2018
70298,4-03-2018,Illinois,Rockford,426 Howard Ave,1,4,5,201803,2018
70282,1-04-2018,Alabama,Mobile,3556 Halls Mill Rd,1,4,5,201804,2018
70283,1-04-2018,Michigan,Saginaw,600 block of Yale St,0,5,5,201804,2018
70274,2015-04-2018,Louisiana,Shreveport,6956 Jewella Ave,0,6,6,201804,2018
70273,2018-04-2018,North Carolina,Asheville,73 Hansel Ave,4,3,7,201804,2018
70272,20-04-2018,California,San Francisco,3rd Street and Quesada Ave,1,5,6,201804,2018
70270,22-04-2018,Louisiana,New Orleans,1900 block of St Roch Ave,1,5,6,201804,2018
70269,22-04-2018,Tennessee,Antioch,3571 Murfreesboro Pike,4,3,7,201804,2018
70265,28-04-2018,North Carolina,Maxton,Modest Rd,0,5,5,201804,2018
70236,20-05-2018,Mississippi,Hazlehurst,513 Monticello St,1,7,8,201805,2018
70237,2018-05-2018,Texas,Santa Fe,16000 Hwy 6,10,13,23,201805,2018
70258,1-05-2018,Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5,5,201805,2018
70257,2-05-2018,New York,Brooklyn,333 Bristol St,1,4,5,201805,2018
70256,2-05-2018,Minnesota,Minneapolis,2400 block of Ogema Place,0,5,5,201805,2018
70255,2-05-2018,Illinois,Chicago,3500 block of W Grenshaw St,1,4,5,201805,2018
70252,5-05-2018,Georgia,Columbus,4944 Sentry Street,0,5,5,201805,2018
70250,6-05-2018,Tennessee,Memphis,499 North Watkins,2,4,6,201805,2018
70249,7-05-2018,California,San Diego,15th St and J St,0,5,5,201805,2018
70246,11-05-2018,Oklahoma,Talihina,2nd St and Dallas St,1,4,5,201805,2018
70243,12-05-2018,Nebraska,Omaha,3201 Decatur St,0,6,6,201805,2018
70241,13-05-2018,California,Stockton,2436 Belleview St,3,2,5,201805,2018
70238,2016-05-2018,Texas,Ponder,610 Lone Star Park Ln,5,1,6,201805,2018
70231,31-05-2018,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,5,201805,2018
70180,30-06-2018,Georgia,Ashburn,800 Block of W. Washington,1,6,7,201806,2018
70181,30-06-2018,Maryland,Baltimore,4000 block of Penhurst Ave,0,6,6,201806,2018
70182,30-06-2018,New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,5,201806,2018
70216,11-06-2018,Florida,Orlando,4932 Eaglesmere Dr,5,1,6,201806,2018
70227,3-06-2018,Texas,Dallas,4500 Spring Ave,0,5,5,201806,2018
70225,9-06-2018,Pennsylvania,Philadelphia,2000 block of 20th St,1,4,5,201806,2018
70222,10-06-2018,Illinois,Chicago,6400 block of S Eberhart Ave,1,5,6,201806,2018
70221,10-06-2018,Florida,Bradenton,5627 14th St W,1,5,6,201806,2018
70220,10-06-2018,Illinois,Aurora,300 block of W Park Ave,0,7,7,201806,2018
70219,10-06-2018,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,5,201806,2018
70218,10-06-2018,California,Valley Village,12719 Tiara St,0,6,6,201806,2018
70183,28-06-2018,Maryland,Annapolis,888 Bestgate Rd,5,0,5,201806,2018
70229,2-06-2018,Nebraska,Omaha,S 11th St and Farnam St,1,6,7,201806,2018
70212,2014-06-2018,California,Tracy,West 6th Street,1,4,5,201806,2018
70210,2014-06-2018,California,Union City,32992 Mission Blvd,0,5,5,201806,2018
70206,2017-06-2018,New Jersey,Trenton,635 S Clinton Ave,1,19,20,201806,2018
70204,2018-06-2018,Illinois,Chicago,1300 block of S Loomis St,2,3,5,201806,2018
70201,20-06-2018,California,Modesto,2300 block of West Hatch Road,0,5,5,201806,2018
70195,23-06-2018,Illinois,Chicago,100 block of East 51st St,1,4,5,201806,2018
70193,24-06-2018,Ohio,Sandusky,1504 Milan Rd,0,5,5,201806,2018
70188,24-06-2018,North Carolina,Sanford,109 S Steele St,1,6,7,201806,2018
70187,25-06-2018,Illinois,Chicago,3900 block of S Vincennes Ave,0,6,6,201806,2018
70211,2014-06-2018,New York,Buffalo,Marigold Ave,1,4,5,201806,2018
70230,2-06-2018,New York,Buffalo,Strauss Street,0,5,5,201806,2018
70139,29-07-2018,Arizona,Phoenix,2501 E Van Buren St,1,4,5,201807,2018
70135,31-07-2018,California,Gardena,1212 West 135th Street,2,3,5,201807,2018
70141,28-07-2018,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,10,201807,2018
70145,26-07-2018,Ohio,Cleveland,18416 St Clair Ave,1,6,7,201807,2018
70143,27-07-2018,Texas,Robstown,603 East Ave J,5,0,5,201807,2018
70142,28-07-2018,California,Los Angeles,8801 S Vermont Ave,2,4,6,201807,2018
70179,1-07-2018,Illinois,Chicago,3400 block of W Walnut Ave,0,6,6,201807,2018
70174,5-07-2018,Ohio,Lima,1440 Bellefontaine Ave,1,5,6,201807,2018
70173,5-07-2018,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,6,201807,2018
70172,5-07-2018,California,Los Angeles,1600 block of W. 2nd Street,3,3,6,201807,2018
70169,7-07-2018,Alabama,Wetumpka,135 Granite Way,3,2,5,201807,2018
70167,8-07-2018,Alabama,Brandon,565 US-80,0,6,6,201807,2018
70166,9-07-2018,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,5,201807,2018
70165,9-07-2018,Delaware,Wilmington,2709 Ferris Rd,5,0,5,201807,2018
70162,12-07-2018,Tennessee,Memphis,3678 Powers Rd,0,5,5,201807,2018
70159,2015-07-2018,Tennessee,Chattanooga,1400 Cowart St,0,5,5,201807,2018
70157,2016-07-2018,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,5,201807,2018
70156,2016-07-2018,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,6,201807,2018
70155,2016-07-2018,District of Columbia,Washington,300 block of 53rd St NE,1,4,5,201807,2018
70152,20-07-2018,Washington,Sunnyside,500 block of S 15th St,1,4,5,201807,2018
70176,3-07-2018,Missouri,Saint Louis,1700 block of Billups Ave,1,5,6,201807,2018
70151,21-07-2018,Illinois,Chicago,3100 block of W Fulton St,2,5,7,201807,2018
70149,23-07-2018,Illinois,Chicago,6400 block of S May St,0,5,5,201807,2018
70147,26-07-2018,Texas,Dallas,3019 South Blvd,0,6,6,201807,2018
70100,31-08-2018,Colorado,Aurora,1900 block of Peoria St,2,3,5,201808,2018
70132,4-08-2018,Missouri,Kansas City,E 18th St and Highland Ave,0,6,6,201808,2018
70131,4-08-2018,Nevada,Las Vegas,3400 block of Coran Ln,0,6,6,201808,2018
70128,5-08-2018,Illinois,Chicago,1 block of N Leclaire Ave,1,4,5,201808,2018
70127,5-08-2018,Illinois,Chicago,1300 block of W 76th St,0,8,8,201808,2018
70126,5-08-2018,Illinois,Chicago,1300 block of S Millard Ave,1,5,6,201808,2018
70125,8-08-2018,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,6,201808,2018
70120,11-08-2018,California,San Francisco,Geneva St and Mission St,1,4,5,201808,2018
70117,12-08-2018,California,Clearlake,4786 Yarrington Ct,4,1,5,201808,2018
70116,2014-08-2018,Pennsylvania,Wyncote,1000 S Easton Rd,0,5,5,201808,2018
70115,2015-08-2018,South Carolina,Greenwood,104 Mimosa Ct,0,5,5,201808,2018
70114,2017-08-2018,Illinois,Chicago,1600 block of W 65th St,0,7,7,201808,2018
70112,2019-08-2018,Illinois,Chicago,7400 block of S Dante Ave,0,5,5,201808,2018
70110,20-08-2018,Tennessee,Jackson,60 Heritage Square,1,4,5,201808,2018
70105,25-08-2018,Tennessee,Nashville,1564 9th Ave N,1,4,5,201808,2018
70104,25-08-2018,Virginia,Richmond,4 N 18th St,0,5,5,201808,2018
70103,26-08-2018,Florida,Jacksonville,2 Independent Dr,3,9,12,201808,2018
70102,26-08-2018,Texas,Wichita Falls,2400 Sheppard Access Rd,1,4,5,201808,2018
70099,1-09-2018,Ohio,Cleveland,3232 Lakeside Ave East,1,7,8,201809,2018
70096,2-09-2018,California,San Bernardino,1277 East Lynwood Drive,0,8,8,201809,2018
70094,2-09-2018,Alabama,Birmingham,500 23rd St S,0,7,7,201809,2018
70090,6-09-2018,Ohio,Cincinnati,511 Walnut St,4,2,6,201809,2018
70086,9-09-2018,Alabama,Auburn,224 W Magnolia St,1,4,5,201809,2018
70085,10-09-2018,Tennessee,Memphis,140 Lt George W Lee Ave,0,5,5,201809,2018
70067,29-09-2018,Florida,Orlando,1700 block of 24th St,1,4,5,201809,2018
70077,2019-09-2018,Pennsylvania,Masontown,1 E Church St,1,4,5,201809,2018
70076,2019-09-2018,Wisconsin,Middleton,1850 Deming Way,1,4,5,201809,2018
70075,20-09-2018,New York,Syracuse,1317 Midland Ave,0,5,5,201809,2018
70074,20-09-2018,Maryland,Aberdeen,1501 Perryman Rd,4,3,7,201809,2018
70070,23-09-2018,California,Bakersfield,2600 block of Chandler Court,1,4,5,201809,2018
70069,24-09-2018,Tennessee,Memphis,1528 Ragan St,3,2,5,201809,2018
70081,2017-09-2018,Maryland,Silver Spring,123 Amberleigh Dr,4,1,5,201809,2018
70083,12-09-2018,California,Bakersfield,660 Manwell Blvd,6,0,6,201809,2018
70041,27-10-2018,Tennessee,Memphis,4275 Lady Slipper Ln,0,5,5,201810,2018
70038,30-10-2018,California,Los Angeles,65th Place and Vermont Avenue,0,5,5,201810,2018
70064,3-10-2018,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,5,201810,2018
70063,3-10-2018,South Carolina,Florence,932 Ashton Dr,2,6,8,201810,2018
70060,6-10-2018,California,Oakland,Williams St and Telegraph Ave,0,6,6,201810,2018
70055,12-10-2018,South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,6,201810,2018
70053,13-10-2018,Texas,Taft,511 Wilburn St,4,1,5,201810,2018
70049,2015-10-2018,Tennessee,Columbia,1075 Carters Creek Pike,5,0,5,201810,2018
70046,21-10-2018,Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,6,201810,2018
70045,22-10-2018,Illinois,Chicago,9231 S Cottage Grove Av,0,6,6,201810,2018
70044,24-10-2018,Illinois,Chicago,6200 block of S King Dr,0,5,5,201810,2018
70042,27-10-2018,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7,18,201810,2018
70039,29-10-2018,California,Riverside,3252 Mission Inn Ave,0,7,7,201810,2018
70037,30-10-2018,California,Vallejo,Woodrow Ave and Reis Ave,2,3,5,201810,2018
70030,7-11-2018,California,Thousand Oaks,99 Rolling Oaks Dr,13,2,15,201811,2018
70035,1-11-2018,Missouri,Springfield,906 E Locust St,3,2,5,201811,2018
70027,13-11-2018,New Mexico,Gallup,CR 1 and Defiance Draw Rd,4,1,5,201811,2018
70033,2-11-2018,Florida,Tallahassee,1950 Thomasville Rd,3,4,7,201811,2018
70031,3-11-2018,New York,Watertown,136 Franklin St,0,5,5,201811,2018
70024,2018-11-2018,California,Los Angeles (Watts),95th St and Defiance Ave,1,4,5,201811,2018
70022,2019-11-2018,Colorado,Denver,1200 21st Street,1,4,5,201811,2018
70020,22-11-2018,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,5,201811,2018
70019,23-11-2018,Florida,Miami,5801 NW 27th Ave,2,5,7,201811,2018
70034,1-11-2018,Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,5,201811,2018
70013,8-12-2018,New York,Corona (Queens),89-25 130th St,0,5,5,201812,2018
70014,1-12-2018,Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,5,201812,2018
70007,2015-12-2018,Florida,Miami,239 NW 16th St,0,5,5,201812,2018
70006,2018-12-2018,Maryland,Baltimore,3942 Park Heights Ave,0,5,5,201812,2018
70004,23-12-2018,Missouri,Springfield,1042 W College St,1,6,7,201812,2018
70002,28-12-2018,Missouri,Saint Charles,150 Whetstone Dr,4,1,5,201812,2018
70000,31-12-2018,Ohio,Cleveland,4462 Denison Ave,3,2,5,201812,2018
70012,8-12-2018,California,Inglewood,801 S Inglewood Ave,0,5,5,201812,2018
80269,24-01-2019,Georgia,Rockmart,319 Williamson St,4,1,5,201901,2019
80262,28-01-2019,Texas,Houston,7815 Harding St,2,5,7,201901,2019
80263,27-01-2019,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,5,201901,2019
80265,26-01-2019,Indiana,Indianapolis,2957 N Sherman Dr,0,5,5,201901,2019
80267,26-01-2019,Louisiana,Gonzales,42350 Church Point Rd,5,0,5,201901,2019
80268,24-01-2019,Pennsylvania,State College,1450 S Atherton St,4,1,5,201901,2019
80270,23-01-2019,Florida,Sebring,1901 US 27 S,5,0,5,201901,2019
80284,4-01-2019,California,Torrance,22501 Hawthorne Blvd,3,4,7,201901,2019
80274,2019-01-2019,South Carolina,Gaffney,1435 Wilcox Ave,1,4,5,201901,2019
80276,2019-01-2019,Florida,Jacksonville,11445 Brian Lakes Drive,3,2,5,201901,2019
80278,2016-01-2019,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,6,201901,2019
80280,2015-01-2019,Arkansas,Little Rock,5420 Baseline Rd,1,4,5,201901,2019
80281,13-01-2019,Arizona,Phoenix,2445 E Van Buren St,1,5,6,201901,2019
80283,4-01-2019,Virginia,Hurt,3197 Shula Dr,3,2,5,201901,2019
80273,2019-01-2019,Texas,Houston,7041 Sherman St,3,2,5,201901,2019
80287,1-01-2019,South Carolina,Columbia,1709 Decker Blvd,0,5,5,201901,2019
80288,1-01-2019,Florida,Tallahassee,2020 W Pensacola St,0,5,5,201901,2019
80244,21-02-2019,Maryland,Baltimore,500 block of Bloom St,1,4,5,201902,2019
80249,2017-02-2019,Indiana,Evansville,664 E Illinois St,0,5,5,201902,2019
80251,2016-02-2019,Mississippi,Clinton,1214 Foxhill Dr,5,0,5,201902,2019
80252,2015-02-2019,Illinois,Aurora,641 Archer Ave,6,6,12,201902,2019
80253,11-02-2019,Texas,Livingston,3628 FM 3126,5,0,5,201902,2019
80257,4-02-2019,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,5,201902,2019
80260,3-02-2019,Illinois,Chicago,938 E 75th St,2,5,7,201902,2019
80250,2017-02-2019,Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5,6,201902,2019
80224,31-03-2019,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7,7,201903,2019
80222,31-03-2019,Illinois,Chicago,500 block of N Hamlin Ave,1,4,5,201903,2019
80223,31-03-2019,Georgia,Atlanta,3041 Landrum Dr SW,1,4,5,201903,2019
80226,25-03-2019,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5,5,201903,2019
80240,3-03-2019,Illinois,Chicago,2900 block of E 79th St,0,6,6,201903,2019
80228,24-03-2019,Arizona,Phoenix,2202 W McDowell Rd,0,7,7,201903,2019
80229,2019-03-2019,Arizona,Phoenix,8526 N 27th Ave,2,4,6,201903,2019
80234,2015-03-2019,Alabama,Mobile,515 Dauphin Island Pkwy,2,4,6,201903,2019
80238,10-03-2019,Colorado,Denver,15th St and Market St,1,4,5,201903,2019
