Incident_ID,Incident Date,State,City Or County,Address,# Killed,# Injured
163874,25-Jul-14,Illinois,Chicago,700 South California Avenue,1,6
163930,26-Jul-14,Georgia,Sylvester,Royal Street,0,8
164513,26-Jul-14,Maine,Saco,35 Water Street,5,0
165089,27-Jul-14,Missouri,Saint Louis,2000 block of East John Avenue,0,5
165856,28-Jul-14,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4
166970,26-Jul-14,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3
167649,1-Aug-14,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3
167872,2-Aug-14,Texas,Dallas,5125 Wynell Street,3,1
168169,2-Aug-14,Massachusetts,New Bedford,Acushnet Avenue,0,7
168307,2-Aug-14,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5
168551,3-Aug-14,Texas,Humble,3403 FM 1960,0,7
168786,3-Aug-14,Missouri,Saint Louis,5200 block of Thekla ,0,5
168844,3-Aug-14,Virginia,Culpeper,4400 block of Rixeyville Road,5,0
169024,3-Aug-14,Tennessee,Columbia,East 9th Street and Bridge Street,0,5
169326,4-Aug-14,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5
170704,6-Aug-14,California,Bakersfield,1700 block of Quincy Street ,3,1
171778,8-Aug-14,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4
171802,9-Aug-14,Minnesota,Minneapolis,400 3rd Ave N,1,8
171823,8-Aug-14,New Mexico,Albuquerque,3426 Vassar NE,1,3
172180,10-Aug-14,California,Moreno Valley,16300 block of Heather Glen Road ,0,7
172205,10-Aug-14,District of Columbia,Washington,50 block of N St SW,0,6
172288,10-Aug-14,Georgia,Wrightsville,2455 Idylwild Dr,0,6
172304,10-Aug-14,Louisiana,New Orleans,5400 block of Burgundy St,2,5
172722,23-Mar-14,California,Long Beach,601 Long Beach Boulevard,1,3
173109,22-Apr-14,California,Los Angeles,6419 Brynhurst Avenue,1,3
173369,12-Aug-14,New York,Buffalo,Oakmont Avenue,1,3
173628,12-Aug-14,Georgia,Cartersville,Brent Cir,2,3
173786,8-Aug-14,District of Columbia,Washington,Second Street and Todd Place NE,0,4
174544,13-Aug-14,Tennessee,Clarksville,Treeland Drive,0,4
174560,14-Aug-14,Tennessee,Memphis,797 Pope Street,1,3
175767,13-Aug-14,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4
175779,16-Aug-14,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3
175788,16-Aug-14,Utah,Salt Lake City,122 Pierpont Avenue,0,6
175839,17-Aug-14,Nevada,Las Vegas,Owens Avenue and H Street,0,4
175911,17-Aug-14,New York,Queens,153-38 118th Ave,0,4
175943,17-Aug-14,Massachusetts,Boston,Edinboro Street,0,4
176329,30-Jul-14,North Carolina,Hope Mills,926 Bramblegate Rd,2,3
177770,17-Aug-14,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3
178006,18-Aug-14,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4
178425,20-Aug-14,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5
180007,24-Aug-14,California,San Fernando,1400 block of Celis Street ,3,4
180018,24-Aug-14,Illinois,Chicago,8300 block of South Halsted Street,1,3
180580,24-Aug-14,Georgia,Augusta,1013 Carrie Street,1,3
181947,27-Aug-14,Michigan,Detroit,16600 block of Edmore,1,3
182974,29-Aug-14,Florida,Brooksville,820 Peach St,3,1
183432,31-Aug-14,California,Livermore,200 block of South Q Street ,0,5
184507,2-Sep-14,California,Highland,25000 block of Fifth Street ,0,5
185196,2-Sep-14,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3
185393,4-Sep-14,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5
185430,3-Sep-14,California,Los Angeles,East 27th and Stanford ,0,6
186488,6-Sep-14,Georgia,Macon,576 Poplar Street,0,5
188332,6-Sep-14,Florida,Orlando,2015 Orange Blossom Trail,0,4
189562,11-Sep-14,Michigan,Detroit,14000 block of Patton,1,7
190599,14-Sep-14,Alaska,Anchorage,225 E Fifth,0,6
190874,14-Sep-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1
191416,15-Sep-14,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5
192851,18-Sep-14,Florida,Bell,NW 30th Street and NW 39th Terrace,8,0
193570,19-Sep-14,New York,Queens,32-14 106th St,0,4
193960,20-Sep-14,Mississippi,Batesville,8297 Curtis Rd,2,2
194945,21-Sep-14,Ohio,East Liverpool,440 First St,0,4
197287,27-Sep-14,Missouri,Saint Louis,2000 block East John Avenue,0,5
197384,28-Sep-14,Florida,Miami,NW 7th Ave and NW 64th Street,0,15
197416,28-Sep-14,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4
198051,29-Sep-14,South Carolina,Walterboro,29 Sandy Dam Lane,1,7
198064,26-Sep-14,South Carolina,Darlington County,600 block of Turner Road,1,4
198527,29-Sep-14,California,Fresno,2300 block of West Fountain Way ,0,4
201052,5-Oct-14,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5
201502,4-Oct-14,California,Pomona,1925 West Holt Avenue ,0,4
201630,5-Oct-14,Florida,Jacksonville,7300 block of Linda Drive,3,1
201648,4-Oct-14,Tennessee,Memphis,1400 block of Gherald Street,2,2
202981,8-Oct-14,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4
204236,11-Oct-14,New York,Utica,222 Bleecker Street,0,5
204254,8-Oct-14,New York,Guilderland,1846 Western Ave,4,0
204310,12-Oct-14,California,Stockton,1100 block of East March Lane,3,1
204477,12-Oct-14,Georgia,Atlanta,Arthur Langford Jr Place,1,3
205298,13-Oct-14,Georgia,Atlanta,85 Mount Zion Road,0,4
205726,14-Oct-14,Georgia,Peachtree Corners,6505 Bannor Lane,3,2
206303,16-Oct-14,Michigan,Detroit,Mogul Street,1,3
207145,18-Oct-14,South Carolina,Graniteville,192 Breezy Hill Road,1,3
207687,18-Oct-14,New York,Brooklyn,Lenox Road,0,4
209134,18-Oct-14,New York,Queens,33-02 Queens Blvd,0,4
210363,24-Oct-14,Washington,Marysville,5611 108th St NE,5,1
211348,26-Oct-14,Kentucky,Cadiz,1410 Old Dover Road,4,0
212884,29-Oct-14,Tennessee,Memphis,Yale Road and Ramill Road,0,5
216533,5-Nov-14,California,San Francisco,1100 block of Alabama Street ,0,4
217401,7-Nov-14,California,Compton,136th Street ,0,4
217831,8-Nov-14,California,Pomona,499 E. Arrow Highway,0,5
218054,7-Nov-14,California,Los Angeles,East 126th Street and North Compton Avenue,0,4
221347,15-Nov-14,Missouri,Springfield,2555 N. Glenstone,4,0
221554,16-Nov-14,Ohio,Akron,1891 E Market St,1,4
221577,15-Nov-14,Florida,Miami,NW 55th and 12th,1,3
222393,18-Nov-14,Nevada,North Las Vegas,Englestad Street,0,4
222792,19-Nov-14,Illinois,Chicago,700 block of North St. Louis Avenue,1,3
223582,21-Nov-14,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6
223651,22-Nov-14,Ohio,Cleveland,1443 E 92nd St,4,1
223729,22-Nov-14,Ohio,Springfield,Clifton Avenue and Rice Street,1,3
223799,22-Nov-14,South Dakota,Sisseton,Fourth Avenue,4,1
224131,23-Nov-14,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4
224362,23-Nov-14,Virginia,Parksley,Parksley Road,0,4
224746,16-Nov-14,Texas,El Paso,115 S. Durango,0,6
225036,26-Nov-14,California,San Francisco,Mission and 13th streets,0,6
225830,28-Nov-14,Tennessee,Memphis,1849 East Brooks Road ,0,4
225903,29-Nov-14,Georgia,Atlanta,1600 block of Richmond Avenue,3,2
226018,27-Nov-14,Texas,Georgetown,Pvt Rd 934,2,3
226150,29-Nov-14,New Jersey,Newark,348 S Orange Ave,1,3
226388,30-Nov-14,New York,Brooklyn,375 Remsen Avenue,0,4
226534,30-Nov-14,Tennessee,Chattanooga,2412 East 13th Street ,0,5
226983,2-Dec-14,Virginia,Newport News,6128 Jefferson Ave ,0,5
227011,2-Dec-14,Missouri,Saint Louis,6000 block of Virginia Avenue,1,5
259935,7-Dec-14,Indiana,South Bend,16000 block of Roosevelt Road,0,4
262202,12-Dec-14,Oregon,Portland,717 North Killingsworth Court,0,4
263376,14-Dec-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4
263382,13-Dec-14,Florida,Tampa,810 E. Skagway Ave.,0,5
263556,15-Dec-14,Pennsylvania,Lansdale,100 block of West 5th St,7,0
264901,16-Dec-14,New Jersey,Elizabeth,Anna Street,0,4
266407,20-Dec-14,Illinois,Rockford,3200 block of Montrose Avenue,4,0
266424,21-Dec-14,Illinois,Calumet City,600 block of Escanba,1,8
266570,21-Dec-14,Florida,Sarasota,4034 N Washington Blvd,2,2
267721,22-Dec-14,Illinois,Chicago,5700 block of South Green Street,0,5
267792,23-Dec-14,Kentucky,Winchester,260 Oxford Drive,1,3
268282,22-Dec-14,Michigan,Detroit,Charlevoix and Philip,1,3
268598,24-Dec-14,Missouri,Saint Louis,18th and Pine,1,3
268910,21-Dec-14,Mississippi,Waynesboro,Central Avenue,1,4
269167,26-Dec-14,Illinois,East St. Louis,2500 block of Summit Avenue,1,3
269679,27-Dec-14,California,Los Angeles,8800 block of South Figueroa Street,1,3
270036,27-Dec-14,California,Sacramento,4000 block of May Street,0,4
271363,29-Dec-14,Louisiana,New Orleans,Poydras and Bolivar,0,4
272016,1-Jan-15,Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5
273397,4-Jan-15,Texas,Dallas,2000 block of Ben Hur St.,3,1
273535,4-Jan-15,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4
273965,2-Jan-15,Georgia,Savannah,500 block of W. 54th Street,1,4
274867,6-Jan-15,Florida,Miami,1300 block of NW 62nd Street,1,3
275064,7-Jan-15,Tennessee,Chattanooga,773 West Main Street,1,3
275986,8-Jan-15,Massachusetts,Boston,104 Harrishof Street,1,3
276459,9-Jan-15,California,San Francisco,Laguna St and Page St,4,0
276536,10-Jan-15,Kansas,Wichita,4859 E Harry Street,2,2
276766,11-Jan-15,California,San Jose,3840 Monterey Hwy,0,5
276845,11-Jan-15,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5
277480,11-Jan-15,Florida,Lakeland,7665 Chase Road,1,3
278927,13-Jan-15,Illinois,Rockford,700 block of Oakley Avenue,2,2
281039,19-Jan-15,Texas,San Antonio,1000 block of Gibbs St.,2,5
281663,20-Jan-15,Tennessee,Clarksville,321 Lansinger Lane,1,3
282186,22-Dec-14,New York,Webster,191 Lake Road,4,2
282956,24-Jan-15,New York,Arverne (Queens),231-11 148th Avenue,4,1
283041,24-Jan-15,Nebraska,Omaha,3402 Parker St,3,5
283115,23-Jan-15,Massachusetts,Boston,954 Parker Street,0,6
285123,26-Jan-15,California,Stockton,1500 block of E. 9th Street,1,3
285549,28-Jan-15,Georgia,Dekalb County,1600 block of Panola Road,1,3
286810,31-Jan-15,Georgia,Lagrange,100 block of Woodstream Trail,4,0
287031,1-Feb-15,New York,New York (Manhattan),3345 Broadway,1,4
287529,1-Feb-15,New York,Syracuse,1217 West Fayette Street,0,6
289146,5-Feb-15,Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3
289811,7-Feb-15,Georgia,Douglasville,3640 Willow Tree Circle,5,2
290098,6-Feb-15,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4
290510,8-Feb-15,Tennessee,Friendship,251 Dupree Rd,0,6
290626,9-Feb-15,Florida,New Port Richey,9552 Adler Street,3,1
293883,15-Feb-15,California,Long Beach,200 block of W. 14th Street,0,5
295502,17-Feb-15,Arkansas,Little Rock,7900 Scott Hamilton,1,3
295871,20-Feb-15,California,Sacramento,1417 R Street,0,4
296121,22-Feb-15,Georgia,Clarkesville,281 Lower Pond Court,3,2
296215,22-Feb-15,Texas,Killeen,1706 Godman St.,4,1
296327,22-Feb-15,South Carolina,Charleston,4224 Dorchester Road,0,4
297681,25-Feb-15,Texas,Houston,5022 Mallow St,3,1
298122,26-Feb-15,Missouri,Tyrone,18279 Highway H,8,1
298773,13-Jan-15,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5
299190,28-Feb-15,Maryland,Baltimore,4300 block of Welbourne Road,1,3
299344,1-Mar-15,Michigan,Detroit,9855 Chalmers St,1,5
300660,1-Mar-15,Florida,Orange County,4900 block of Steyr Street,0,4
300860,4-Mar-15,California,San Bernardino,190 block of W Club Center Dr,3,4
302786,8-Mar-15,South Carolina,Seneca,Wells Highway,1,3
303659,9-Mar-15,Illinois,Chicago,200 block of West 105th,1,3
304238,10-Mar-15,Georgia,Columbus,3023 Victory Drive,0,5
305907,13-Mar-15,Mississippi,Brookhaven,1097 South First St.,2,3
306897,14-Mar-15,Georgia,Atlanta,2900 block of Delmar Lane,0,5
307512,15-Mar-15,California,Compton,2700 block of West Alondra Boulevard,0,4
308201,14-Mar-15,California,Coachella,84000 block of Bagdad Avenue,0,4
308687,17-Mar-15,California,Stockton,748 N Madison St,3,4
308728,18-Mar-15,Arizona,Mesa,1504 West Main Street,1,5
308839,18-Mar-15,New Jersey,Newark,200 block of Clinton Place,1,3
310356,20-Mar-15,Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4
310573,21-Mar-15,Florida,Tampa,1802 Seventh Ave,0,4
311348,22-Mar-15,New Mexico,Albuquerque,10140 Lomas NE,1,6
311922,23-Mar-15,Tennessee,Clarksville,900 block of Carpenter Street,1,4
312119,24-Mar-15,Indiana,Indianapolis,3100 block of North Harding Street,4,0
313304,26-Mar-15,Texas,Amarillo,3100 block of Redwood,0,4
314044,27-Mar-15,Florida,Panama City Beach,5312 Thomas Drive,0,7
316795,2-Apr-15,Maryland,Baltimore,1900 block of West Lanvale Street,0,5
317165,3-Apr-15,Florida,Daytona Beach,300 block of Henry Butts Drive,0,4
318125,5-Apr-15,Pennsylvania,Pittsburgh,Dinwiddie Street,1,3
318221,5-Apr-15,Kentucky,Louisville,40th and Grand Street,1,4
318297,5-Apr-15,Indiana,Indianapolis,5000 block of Wildflower Court,0,5
318531,5-Apr-15,Michigan,Benton Harbor,1000 block of Blossom Lane,0,4
319808,7-Apr-15,Georgia,Rome,20 Copeland Street,1,3
324424,16-Apr-15,Arizona,Phoenix,4300 block of East Anderson Drive,5,0
325166,18-Apr-15,North Carolina,Lumberton,Martin Luther King Drive,1,3
325207,18-Apr-15,North Carolina,Charlotte,Bost Street,0,4
325445,18-Apr-15,Pennsylvania,Williamsport,321 Pine St,0,5
325618,18-Apr-15,New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3
325862,19-Apr-15,Virginia,Richmond,200 block of West Hill Street,0,4
326792,21-Apr-15,Texas,Killeen,420 Gilmer St,2,3
327341,18-Apr-15,Alabama,Montgomery,1800 block of Gibbs Court,0,5
329322,25-Apr-15,New York,Gates,24 Hinchey Rd,1,6
329463,25-Apr-15,New Jersey,Trenton,Wood Street,0,4
330611,27-Apr-15,New York,Brooklyn,1365 Flatbush Ave,2,4
330750,27-Apr-15,Arizona,Gila Bend,State Route 85,2,2
332732,1-May-15,Wisconsin,Milwaukee,3700 block of 37th Street,2,3
333576,3-May-15,Ohio,Dayton,2801 Germantown Street,1,6
333584,3-May-15,Texas,Houston,San Jacinto at Elgin,0,6
333750,3-May-15,Wisconsin,Menasha,Friendship Trail,4,1
334033,3-May-15,Indiana,South Bend,1600 block of South William Street,0,4
334047,3-May-15,New York,Bronx,University Avenue,0,4
334681,4-May-15,New York,Buffalo,100 block of Roosevelt Avenue,1,3
335903,7-May-15,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4
336622,7-May-15,Michigan,Detroit,16000 block of Cathedral Street,0,4
337767,10-May-15,New Jersey,Newark,19th Avenue and South 16th Street,1,3
337855,10-May-15,Ohio,Cleveland,3600 block of Bosworth Rd,1,4
338034,10-May-15,New Jersey,Jersey City,Bostwick Avenue,0,4
339229,12-May-15,Arizona,Tucson,800 block of West Calle Medina Road,5,0
340280,12-May-15,Maryland,Capitol Heights,4700 block of Pard Rd,1,4
341162,16-May-15,New York,Rochester,188 Lewis Street,0,4
341232,16-May-15,Maryland,Baltimore,1700 block of North Broadway,0,5
341465,16-May-15,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5
341622,17-May-15,Texas,Waco,4671 S Jack Kultgen Fwy,9,18
342589,18-May-15,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4
343106,18-May-15,Missouri,Kinloch,8000 block of School Way,0,4
344302,20-May-15,Maryland,Baltimore,800 block of Linwood Avenue,1,3
345681,24-May-15,Massachusetts,Brockton,1002 Main St,0,5
345749,24-May-15,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7
346097,25-May-15,Illinois,Decatur,1816 N Water,1,4
346179,24-May-15,Missouri,Saint Louis,2700 block of Dayton,0,4
346202,23-May-15,California,Fresno,2400 block of South 9th Street,2,2
346320,24-May-15,Alabama,Montgomery,Smiley Court,1,3
346725,26-May-15,Louisiana,New Orleans,6700 block of Tara Lane,2,2
348606,28-May-15,Nebraska,Omaha,84th and Q,0,4
348620,28-May-15,Illinois,Chicago,6200 block of South Honore Street,0,5
348673,28-May-15,Pennsylvania,Chester,2700 block of West 3rd Street,1,3
349289,30-May-15,California,San Diego,4200 block of Market Street,0,4
349976,31-May-15,Connecticut,New Haven,849 Chapel Street,0,5
350021,31-May-15,Maryland,Springdale,9222 Ardwick Ardmore Road,1,3
350163,31-May-15,Ohio,Cleveland,16209 block of Laverne Avenue,3,1
350182,31-May-15,Georgia,Conyers,4669 Bell Road SE,3,2
351936,3-Jun-15,New York,Wyandanch,Davidson Street,3,1
352779,5-Jun-15,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3
353037,6-Jun-15,Illinois,Chicago,100 block of North Lorel Avenue,0,5
353382,5-Jun-15,Iowa,Davenport,900 block of West 3rd St,0,5
353536,6-Jun-15,New York,Buffalo,100 block of Warren Avenue,1,4
353854,7-Jun-15,Montana,Deer Lodge,Boulder Creek Road,5,0
355267,9-Jun-15,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3
355644,10-Jun-15,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3
355883,11-Jun-15,Texas,Houston,3400 block of Burkett,1,3
356065,11-Jun-15,Connecticut,Bridgeport,468 Trumbull Ave,1,8
357164,13-Jun-15,Ohio,Columbus,1623 E. Hudson Street,4,1
357220,12-Jun-15,Florida,Allapattah,24th Avenue and 36th Street,0,4
357590,13-Jun-15,Oklahoma,Oklahoma City,500 block of SE 69th St,0,4
357597,14-Jun-15,New Jersey,Camden,2800 block of Mitchell Street,1,3
357611,14-Jun-15,Missouri,Saint Louis,1400 block of North Market Street,0,4
357667,14-Jun-15,Oklahoma,Tulsa,1800 block of North Kingston,0,4
357701,13-Jun-15,New York,Bronx,2409 Creston Avenue,0,5
357732,13-Jun-15,Georgia,Fayetteville,600 block of Highway 279,1,4
357770,13-Jun-15,Georgia,Milledgeville,451 North Flynn Street,1,3
358117,15-Jun-15,New York,Brooklyn,673 Flatbush Avenue,0,4
359215,16-Jun-15,Florida,Miami Gardens,600 block of Northwest 177th Street,0,4
359830,17-Jun-15,South Carolina,Charleston,110 Calhoun Street,9,0
360895,20-Jun-15,North Carolina,Morven,6066 Robinson Bridge Rd,0,4
361014,19-Jun-15,Rhode Island,Woonsocket,80 River Street,0,4
361198,20-Jun-15,Pennsylvania,Philadelphia,4100 block of Ogden Street,0,11
361212,20-Jun-15,Michigan,Detroit,Dexter and Webb,1,11
361708,21-Jun-15,Kentucky,Lexington,726 Georgetown St,1,4
361948,22-Jun-15,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7
363418,24-Jun-15,New York,New York (Manhattan),2110 Madison Ave,0,4
364789,27-Jun-15,Michigan,Detroit,Stringham Court,0,4
364872,27-Jun-15,Massachusetts,Taunton,Weir Street,1,3
365391,28-Jun-15,Michigan,Detroit,Gratiot and Loretto,0,5
365399,28-Jun-15,Delaware,Harrington,100 block of East St,0,6
366046,29-Jun-15,Florida,Opa Locka,13450 NW 30th Ave,0,4
366949,21-Jun-15,Pennsylvania,Pittsburgh (Wilkinsburg),Rebecca and East Swissvale Avenue,0,4
367099,28-Jun-15,Illinois,Venice,1430 Broadway,0,6
367780,2-Jul-15,Indiana,Indianapolis,500 block of Lynn St,1,3
368732,5-Jul-15,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9
368867,4-Jul-15,District of Columbia,Washington,2600 Douglas Place SE,1,3
368987,4-Jul-15,Massachusetts,Pittsfield,Dewey Avenue,1,4
368995,4-Jul-15,New York,Syracuse,Bellevue and Rich Street,0,4
369014,5-Jul-15,Louisiana,Shreveport,3500 block of Hearne Avenue,0,8
369127,4-Jul-15,Texas,San Antonio,1100 block of West Avenue,0,4
369196,5-Jul-15,New Jersey,East Orange,200 block of S. Clinton St,1,3
369410,4-Jul-15,Kentucky,Louisville,2500 block of West Broadway,0,4
370187,7-Jul-15,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3
370474,7-Jul-15,Maryland,Baltimore,900 block of West Fayette Street,3,1
373063,12-Jul-15,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4
373095,12-Jul-15,Illinois,River Forest,116 Lathrop Avenue,2,3
373768,13-Jul-15,California,Stockton,400 block of McCloud Avenue,1,4
373993,13-Jul-15,California,Norwalk,11959 162nd Street,0,4
374292,14-Jul-15,Missouri,Saint Louis,1100 block of Riverview,0,4
374602,15-Jul-15,Georgia,Atlanta,500 block of Center Hill Avenue,0,5
374630,15-Jul-15,South Carolina,Holly Hill,7050 Old State Road,4,1
374965,15-Jul-15,Michigan,Detroit,9200 block of Memorial,0,4
375022,16-Jul-15,Tennessee,Chattanooga,4051 Amnicola Highway,6,2
375322,15-Jul-15,Maryland,Baltimore,3500 block of West Garrison Boulevard,1,3
375412,15-Jul-15,Ohio,Cleveland,700 block of Thornhill,0,7
375773,16-Jul-15,Texas,Dallas,Singleton and Hampton,0,5
376203,17-Jul-15,Ohio,Cincinnati (Westwood),3100 block of Sunshine Avenue,0,4
376211,17-Jul-15,Illinois,Chicago,4400 block of W. Maypole,0,5
376702,18-Jul-15,Oregon,Salem,1550 Weston Ct NE,1,4
377047,19-Jul-15,Kentucky,Louisville,2928 W Kentucky St,0,6
377181,19-Jul-15,North Carolina,Rocky Mount,Interstate 64 and Raliegh Street,0,4
377189,19-Jul-15,Virginia,Suffolk,100 block of North Capitol Street,0,4
377423,18-Jul-15,Louisiana,Baton Rouge,300 block of Brice Street,2,2
377878,20-Jul-15,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6
378102,18-Jul-15,California,San Diego,200 block of South Bancroft Street,0,4
378452,21-Jul-15,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3
379166,22-Jul-15,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0
380162,23-Jul-15,Louisiana,Lafayette,3141 Johnson Street,3,9
381433,25-Jul-15,Virginia,Hopewell,500 block of N. 7th Ave,0,4
381814,26-Jul-15,Missouri,Kansas City,Thompson and Colorado,2,3
382170,26-Jul-15,Louisiana,New Orleans,Piety and Treasure street,0,4
382230,22-Jul-15,Missouri,Saint Louis,Fair Ave and Ashland Ave,0,6
382413,24-Jul-15,Pennsylvania,Erie,200 block of W 29th St,2,5
382459,27-Jul-15,Illinois,Rockford,900 block of Kent Street,0,5
384662,30-Jul-15,Pennsylvania,Pittsburgh,Brushton Avenue,0,4
385779,2-Aug-15,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9
385824,2-Aug-15,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4
386066,2-Aug-15,Georgia,Savannah,Barnard Street,0,5
386140,2-Aug-15,Maryland,Baltimore,2700 block of Garrison Avenue,0,7
386937,1-Aug-15,Florida,Orlando,5801 Shenandoah Way,0,4
387194,3-Aug-15,New York,Brooklyn,98 Dwight Street,0,5
389057,6-Aug-15,South Carolina,Columbia,1505 Garden Plaza,0,4
389149,4-Aug-15,Missouri,Saint Louis,2500 block of Semple,1,4
390050,7-Aug-15,Vermont,Barre (Berlin),3182 Airport Rd,4,0
390526,8-Aug-15,Texas,Houston,2211 Falling Oaks,8,0
390774,8-Aug-15,Arkansas,Blytheville,833 Anderson Street,1,11
390914,8-Aug-15,North Carolina,Gastonia,4908 Greenwood Drive,2,3
390936,18-Jul-15,California,Santa Paula,Ojai-Santa Paula Street,0,5
391014,9-Aug-15,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4
391219,9-Aug-15,Michigan,Detroit,15200 block of Hazelridge,1,3
391263,9-Aug-15,Mississippi,Forest,Poplar Street,1,3
392131,10-Aug-15,California,Long Beach,1700 block of East 10th Street,0,4
395549,15-Aug-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3
395694,15-Aug-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4
395718,16-Aug-15,South Carolina,Bennettsville,Highway 38N,0,5
395757,16-Aug-15,Illinois,Chicago,5400 block of West Division Street,0,4
395837,15-Aug-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3
395844,16-Aug-15,Texas,Fort Worth,3651 Sycamore School Rd,0,6
398361,19-Aug-15,New York,Rochester,500 Genesee St,3,4
398975,20-Aug-15,Texas,Grulla (La Grulla),FM 2360,2,2
399212,21-Aug-15,North Carolina,Durham,2700 block of Hinson Drive,0,8
399367,21-Aug-15,Ohio,Cincinnati,Mathis and Prentice,2,5
399564,22-Aug-15,New Mexico,Roswell,302 East Reed Street,3,1
399883,22-Aug-15,Florida,Orlando (Pine Hills),State Road 408,0,4
400091,23-Aug-15,California,Modesto,1100 block of Kansas Avenue,1,7
401742,2-Aug-15,Illinois,Chicago,6700 block of South Winchester Avenue,0,4
401884,26-Aug-15,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Avenue North,0,4
402051,26-Aug-15,Florida,West Palm Beach,800 block of 19th Street,2,2
402108,25-Aug-15,Louisiana,New Orleans,Fern Street and Olive Street,1,3
402113,26-Aug-15,Illinois,Chicago,3025 W. Van Buren Ave,2,2
403069,28-Aug-15,New York,Brooklyn,589 Flatbush Avenue,1,3
403669,27-Aug-15,California,Salinas,928 Blanco Circle,2,2
404167,30-Aug-15,Tennessee,Memphis,3300 block of Sobota Circle,1,4
404238,29-Aug-15,Tennessee,Bristol,618 Henson Road,3,2
405133,29-Aug-15,Texas,Tyler,638 ENE Loop 323,1,3
408256,5-Sep-15,Missouri,Columbia,1509 Ashley Street,0,4
408276,5-Sep-15,Florida,Daytona Beach,300 block of Pearl Street,0,4
408449,5-Sep-15,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3
409101,5-Sep-15,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3
409601,7-Sep-15,Colorado,Denver,1909 Blake Street,0,4
409732,7-Sep-15,Indiana,Gary,9300 block of Sunrise,2,4
409856,8-Sep-15,Illinois,Chicago,56th and Green,0,4
411888,8-Sep-15,Georgia,Berlin,,0,4
412040,10-Sep-15,Minnesota,Excelsior (Greenwood),Channel Drive,5,0
412487,12-Sep-15,New York,Rochester,36 Woodward Street,2,4
412529,12-Sep-15,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6
412539,12-Sep-15,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3
412557,11-Sep-15,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5
412996,12-Sep-15,Louisiana,Shreveport,1500 block of Clanton Street,0,4
413001,13-Sep-15,Florida,Ocala,1910 South Pine Avenue,1,5
414580,15-Sep-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4
415687,17-Sep-15,Michigan,Albion,500 block of W. Broadwell Street,0,4
